##culture:co#seed:8#rep:5#mu:(0.0003, 0.0003)#cycles:10#init_R:(1, 1000, 0)#init_n:(5, 5)#init_lag:(1, 1)#Ta:5#alpha:(3, 3)#mut_func:null#max_lag_change:(1.1, 1.1)
##init_pop:1000#perc_cutoff:0.01#interval:0.1
seed,culture,rep,cycle,tol_time
8,co,0,0,5.300000000000001
8,co,0,1,5.300000000000001
8,co,0,2,5.300000000000001
8,co,0,3,5.300000000000001
8,co,0,4,5.300000000000001
8,co,0,5,5.300000000000001
8,co,0,6,5.300000000000001
8,co,0,7,5.300000000000001
8,co,0,8,5.300000000000001
8,co,0,9,5.300000000000001
8,co,1,0,5.300000000000001
8,co,1,1,5.300000000000001
8,co,1,2,6.5
8,co,1,3,8.0
8,co,1,4,8.3
8,co,1,5,8.4
8,co,1,6,8.4
8,co,1,7,8.5
8,co,1,8,8.5
8,co,1,9,8.5
8,co,2,0,5.4
8,co,2,1,5.4
8,co,2,2,5.4
8,co,2,3,5.4
8,co,2,4,5.4
8,co,2,5,5.4
8,co,2,6,6.1000000000000005
8,co,2,7,6.300000000000001
8,co,2,8,6.7
8,co,2,9,7.4
8,co,3,0,5.300000000000001
8,co,3,1,5.300000000000001
8,co,3,2,5.300000000000001
8,co,3,3,5.300000000000001
8,co,3,4,5.300000000000001
8,co,3,5,5.300000000000001
8,co,3,6,5.300000000000001
8,co,3,7,5.300000000000001
8,co,3,8,5.4
8,co,3,9,5.4
8,co,4,0,7.1000000000000005
8,co,4,1,9.4
8,co,4,2,9.8
8,co,4,3,10.0
8,co,4,4,10.4
8,co,4,5,10.5
8,co,4,6,11.100000000000001
8,co,4,7,11.100000000000001
8,co,4,8,11.100000000000001
8,co,4,9,11.100000000000001
