##culture:co#seed:8#rep:5#mu:(0.0003, 0.0003)#cycles:10#init_R:(1, 1250, 0)#init_n:(5, 5)#init_lag:(1, 1)#Ta:5#alpha:(3, 3)#mut_func:null#max_lag_change:(1.1, 1.1)
##init_pop:1000#perc_cutoff:0.01#interval:0.1
seed,culture,rep,cycle,tol_time
8,co,0,0,7.7
8,co,0,1,9.200000000000001
8,co,0,2,9.9
8,co,0,3,10.100000000000001
8,co,0,4,10.3
8,co,0,5,10.5
8,co,0,6,10.8
8,co,0,7,12.3
8,co,0,8,12.8
8,co,0,9,13.100000000000001
8,co,1,0,5.300000000000001
8,co,1,1,5.300000000000001
8,co,1,2,6.5
8,co,1,3,7.300000000000001
8,co,1,4,7.7
8,co,1,5,8.0
8,co,1,6,10.3
8,co,1,7,10.8
8,co,1,8,11.700000000000001
8,co,1,9,12.600000000000001
8,co,2,0,5.300000000000001
8,co,2,1,5.300000000000001
8,co,2,2,6.6000000000000005
8,co,2,3,7.5
8,co,2,4,7.9
8,co,2,5,8.0
8,co,2,6,8.9
8,co,2,7,9.200000000000001
8,co,2,8,10.600000000000001
8,co,2,9,11.200000000000001
8,co,3,0,5.800000000000001
8,co,3,1,6.300000000000001
8,co,3,2,6.6000000000000005
8,co,3,3,6.800000000000001
8,co,3,4,6.9
8,co,3,5,8.8
8,co,3,6,9.700000000000001
8,co,3,7,10.8
8,co,3,8,11.100000000000001
8,co,3,9,12.4
8,co,4,0,5.4
8,co,4,1,7.4
8,co,4,2,8.8
8,co,4,3,9.700000000000001
8,co,4,4,9.8
8,co,4,5,10.8
8,co,4,6,12.9
8,co,4,7,15.9
8,co,4,8,16.8
8,co,4,9,17.2
